College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,114,,,***,,,***,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,CE,CIVIL ENGINEERING,***,,,,,,,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,CS,COMPUTER SCIENCE AND ENGINEERING,131,***,112.5,***,,,***,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,118.5,***,,***,,,***,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,105.5,***,,,,,,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,IT,INFORMATION TECHNOLOGY,128.5,***,,***,,,***,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,ME,MECHANICAL ENGINEERING,87.5,,,,,,,,
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,CE,CIVIL ENGINEERING,***,,,,,,,,
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,CS,COMPUTER SCIENCE AND ENGINEERING,146.5,125.5,117,125,,,***,,
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.5,111.5,119,109.5,,,***,,
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,106.5,***,92,***,,,,,
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,IT,INFORMATION TECHNOLOGY,137.5,119.5,***,125.5,,,***,,
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,ME,MECHANICAL ENGINEERING,102.5,***,,***,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,BT,BIO TECHNOLOGY,,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,CE,CIVIL ENGINEERING,***,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,CH,CHEMICAL ENGINEERING,,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,IC,INSTRUMENTATION AND CONTROL ENGINEERING,***,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,IT,INFORMATION TECHNOLOGY,104.5,,,,,,,,
1503,Arulmigu Meenakshi Amman College of Engineering Vadamavandal Thiruvannamalai District 604410,ME,MECHANICAL ENGINEERING,,,,,,,,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.5,130.5,124.5,142,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,AG,AGRICULTURAL ENGINEERING,100.5,,,***,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),142.5,132.5,141,132,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,BT,BIO TECHNOLOGY,132,***,,101.5,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,CE,CIVIL ENGINEERING,127.5,***,123.5,96,,,,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,CH,CHEMICAL ENGINEERING,110.5,***,,***,,,,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,CS,COMPUTER SCIENCE AND ENGINEERING,162,143.5,133.5,135,,,***,***,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,144,114.5,139,128,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,125.5,***,106,112.5,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,IT,INFORMATION TECHNOLOGY,153.5,140,139.5,144.5,,,***,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,ME,MECHANICAL ENGINEERING,113,***,,98,,,,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,SC,Computer Science and Engineering (Cyber Security),140,125.5,120.5,125,,,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.5,130.5,148.5,126,,,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,CE,CIVIL ENGINEERING,***,,,,,,,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,CS,COMPUTER SCIENCE AND ENGINEERING,148,129,153.5,129,,,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,141.5,125,139.5,117.5,,,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,119.5,***,,***,,,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,IT,INFORMATION TECHNOLOGY,148.5,129,144,135,,,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,ME,MECHANICAL ENGINEERING,104,***,,***,,,***,,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134,111,130,111.5,,,88.5,,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,116.5,***,,105.5,,,,,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,CS,COMPUTER SCIENCE AND ENGINEERING,130.5,113,,115,,,***,98,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,113,***,,101.5,,,,,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,IT,INFORMATION TECHNOLOGY,139,125.5,,113.5,,,***,100,
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154,138,134.5,140.5,,,110.5,102.5,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),149,131.5,134.5,135,,,108.5,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,CE,CIVIL ENGINEERING,***,,,,,,,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,CS,COMPUTER SCIENCE AND ENGINEERING,152,131,134.5,126.5,,,116,,128.5
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,131.5,***,117.5,***,,,***,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,110.5,,81.5,***,,,,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,117,***,89.5,***,,,,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,IT,INFORMATION TECHNOLOGY,145.5,126,122,127.5,,,111.5,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,CE,CIVIL ENGINEERING,***,,,,,,,,
1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,CS,COMPUTER SCIENCE AND ENGINEERING,132.5,***,120.5,119,,,***,,
1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,116,***,101.5,98,,,***,,
1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,104,***,92.5,***,,,***,,
1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,IT,INFORMATION TECHNOLOGY,129,***,124.5,116,,,***,123,
1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,ME,MECHANICAL ENGINEERING,95,,,***,,,***,,
1511,Ranipettai Engineering College Thenkadappanthangal Ranipet District 632513,CE,CIVIL ENGINEERING,,,,,,,,,
1511,Ranipettai Engineering College Thenkadappanthangal Ranipet District 632513,CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,,,
1511,Ranipettai Engineering College Thenkadappanthangal Ranipet District 632513,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,,,
1511,Ranipettai Engineering College Thenkadappanthangal Ranipet District 632513,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1511,Ranipettai Engineering College Thenkadappanthangal Ranipet District 632513,ME,MECHANICAL ENGINEERING,,,,,,,,,
1512,S K P Engineering College Thiruvannamalai District 606611,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,106,,112.5,,,***,,
1512,S K P Engineering College Thiruvannamalai District 606611,CE,CIVIL ENGINEERING,***,,,,,,,,
1512,S K P Engineering College Thiruvannamalai District 606611,CS,COMPUTER SCIENCE AND ENGINEERING,138.5,***,119,126.5,,,107.5,,
1512,S K P Engineering College Thiruvannamalai District 606611,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,126,***,99.5,113,,,,,
1512,S K P Engineering College Thiruvannamalai District 606611,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1512,S K P Engineering College Thiruvannamalai District 606611,IT,INFORMATION TECHNOLOGY,141.5,119,128,117.5,,,***,,
1512,S K P Engineering College Thiruvannamalai District 606611,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1512,S K P Engineering College Thiruvannamalai District 606611,SC,Computer Science and Engineering (Cyber Security),124,***,114.5,110.5,,,,,
1513,Sri Balaji Chockalingam Engineering College Arni Thiruvannamalai District 632317,CS,COMPUTER SCIENCE AND ENGINEERING,118,***,,***,,,***,,
1513,Sri Balaji Chockalingam Engineering College Arni Thiruvannamalai District 632317,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,99.5,,,***,,,,,
1513,Sri Balaji Chockalingam Engineering College Arni Thiruvannamalai District 632317,IT,INFORMATION TECHNOLOGY,127.5,***,,112.5,,,***,,
1514,Sri Nandhanam College of Engineering and Technology Molagarampatti Tirupattur Vellore-635601,BT,BIO TECHNOLOGY,,,,,,,,,
1514,Sri Nandhanam College of Engineering and Technology Molagarampatti Tirupattur Vellore-635601,CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1514,Sri Nandhanam College of Engineering and Technology Molagarampatti Tirupattur Vellore-635601,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1514,Sri Nandhanam College of Engineering and Technology Molagarampatti Tirupattur Vellore-635601,ME,MECHANICAL ENGINEERING,,,,,,,,,
1514,Sri Nandhanam College of Engineering and Technology Molagarampatti Tirupattur Vellore-635601,MR,MARINE ENGINEERING,,,,,,,,,
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,CE,CIVIL ENGINEERING,149,124.5,128,136.5,,,118,,
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,CS,COMPUTER SCIENCE AND ENGINEERING,183.5,171,175,175.87,,,152,171,
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,173,162.5,163.5,162,,,138,117.5,119
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,162,152.5,143,152,,,138.5,124,
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ME,MECHANICAL ENGINEERING,148,124.5,124.5,134.5,,,123,***,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,CE,CIVIL ENGINEERING,,,,,,,,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,IT,INFORMATION TECHNOLOGY,***,,,,,,,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,AE,AERONAUTICAL ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),85,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,AU,AUTOMOBILE ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,CE,CIVIL ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,CS,COMPUTER SCIENCE AND ENGINEERING,93,***,,***,,,***,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,IT,INFORMATION TECHNOLOGY,103.5,***,,***,,,***,***,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,PC,PETRO CHEMICAL TECHNOLOGY,,,,,,,,,
1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,CE,CIVIL ENGINEERING,,,,,,,,,
1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,CS,COMPUTER SCIENCE AND ENGINEERING,119.5,***,,112,,,99,***,104.5
1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,108.5,***,,***,,,***,,
1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,IT,INFORMATION TECHNOLOGY,141,***,,120.5,,,101,,
1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.5,144,124,140,,,126.5,105,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,139.5,136,112,125.5,,,***,,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,CS,COMPUTER SCIENCE AND ENGINEERING,158.5,139,116.5,140.5,,,***,,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,136,122.5,,127,,,***,,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,IT,INFORMATION TECHNOLOGY,158.5,145.5,148.5,145.5,,,***,110,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,128.5,***,,114.5,,,,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,AU,AUTOMOBILE ENGINEERING,***,,,,,,,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,CE,CIVIL ENGINEERING,,,,,,,,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,CS,COMPUTER SCIENCE AND ENGINEERING,128,95,,114.5,,,***,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,112.5,***,97,90,,,,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,82,,,,,,,,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,IT,INFORMATION TECHNOLOGY,129,108.5,,115.5,,,***,***,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1524,Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai District 606902,CE,CIVIL ENGINEERING,***,,,,,,,,
1524,Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai District 606902,CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1524,Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai District 606902,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,,,
1524,Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai District 606902,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1524,Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai District 606902,IT,INFORMATION TECHNOLOGY,***,,,,,,,,
1524,Annamalaiar College of Engineering Modaiyur Village Polur Taluk Thiruvannamalai District 606902,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,CE,CIVIL ENGINEERING,***,,,,,,,,
1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,CS,COMPUTER SCIENCE AND ENGINEERING,103.5,***,***,***,,,94,,
1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,IT,INFORMATION TECHNOLOGY,***,,,,,,,,
1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1526,Sri Krishna College of Engineering Tiruttani High Road Arakkonam Ranipet District 631003,CE,CIVIL ENGINEERING,,,,,,,,,
1526,Sri Krishna College of Engineering Tiruttani High Road Arakkonam Ranipet District 631003,CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1526,Sri Krishna College of Engineering Tiruttani High Road Arakkonam Ranipet District 631003,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1526,Sri Krishna College of Engineering Tiruttani High Road Arakkonam Ranipet District 631003,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1526,Sri Krishna College of Engineering Tiruttani High Road Arakkonam Ranipet District 631003,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1529,Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk Thiruvannamalai District 606803,CE,CIVIL ENGINEERING,,,,,,,,,
1529,Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk Thiruvannamalai District 606803,CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1529,Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk Thiruvannamalai District 606803,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,,,
1529,Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk Thiruvannamalai District 606803,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1529,Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk Thiruvannamalai District 606803,ME,MECHANICAL ENGINEERING,,,,,,,,,
1605,Idhaya Engineering College for Women Chinnasalem Kallakkurichi District 606201,CS,COMPUTER SCIENCE AND ENGINEERING,123,***,109.5,***,,,***,***,
1605,Idhaya Engineering College for Women Chinnasalem Kallakkurichi District 606201,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,97.5,,,***,,,***,,
1605,Idhaya Engineering College for Women Chinnasalem Kallakkurichi District 606201,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,115,***,,,,,,,
1605,Idhaya Engineering College for Women Chinnasalem Kallakkurichi District 606201,IT,INFORMATION TECHNOLOGY,142,***,134,***,,,97.5,***,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CE,CIVIL ENGINEERING,178.545,171,164,164,,,158,142,133
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CS,COMPUTER SCIENCE AND ENGINEERING,196.5,195.5,194,195,,,184,186,168.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194,191.5,192.5,,,179.5,174,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,192.5,190.5,187.705,187,,,176.5,184.5,154.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,189.4545455,187,188,186,,,170,163.5,149.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IB,INDUSTRIAL BIO TECHNOLOGY,179,170,169.5,163.5,,,145.5,136.5,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IT,INFORMATION TECHNOLOGY,195.5,194,192,193,,,183,176.5,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ME,MECHANICAL ENGINEERING,182,173.5,177,173,,,155.5,151,141.47
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PR,PRODUCTION ENGINEERING,177.5,173.5,168,164.5,,,157,152,136.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,AS,AUTOMOBILE ENGINEERING (SS),179.5,173,170,167,,,155,164.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BS,BIO TECHNOLOGY (SS),190.5,185.5,184,183.5,,,171,165,138.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BY,BIO MEDICAL ENGINEERING (SS),187.51,185,187.5,180.5,,,155,160,141
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CE,CIVIL ENGINEERING,191,186.055,182.5,180.5,,,177.5,,172
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),198,197,195.979798,195.5,,,183,187,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CM,COMPUTER SCIENCE AND ENGINEERING (SS),199,198.5,196,197.5,,,187.5,179.5,176.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CN,CIVIL ENGINEERING (SS),185,183,,176.5,,,174.5,,128
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,199,198,195.5,197.5,,,190,186,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,196.5,196,194.5,193,,,179.5,175,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,197,195,195,,,185.5,173.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),190.5,188,188,180.5,,,168.5,139,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FY,FASHION TECHNOLOGY (SS),177.25,165.5,152.5,158.98,,,124.5,130.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IM,INFORMATION TECHNOLOGY (SS),197.5,197,195,195.5,,,180.5,179.5,186.605
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),190,188,186,183.5,,,170.5,170,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ME,MECHANICAL ENGINEERING,192,190,189,189.5,,,175,169.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MF,MECHANICAL ENGINEERING (SS),189.5,188,186,183,,,169,152,164.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MS,MECHANICAL ENGINEERING (SANDWICH) (SS),180,174.5,176,171,,,156,140,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MT,METALLURGICAL ENGINEERING,184,177,173,174,,,145,157.5,121.5
