College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1514,"Sri Nandhanam College of Engineering and Technology, Molagarampatti, Tirupattur, Vellore-635601",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1514,"Sri Nandhanam College of Engineering and Technology, Molagarampatti, Tirupattur, Vellore-635601",ME,MECHANICAL ENGINEERING,,,,,,,,,
1514,"Sri Nandhanam College of Engineering and Technology, Molagarampatti, Tirupattur, Vellore-635601",MR,MARINE ENGINEERING,,,,,,,,,
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",CE,CIVIL ENGINEERING,145.5,***,,122,,,85.5,,
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",CS,COMPUTER SCIENCE AND ENGINEERING,185.92,176,174.05,183,,,166,158.885,
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,176.55,167,131.5,164,,,146.045,125.5,161.41
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,170.5,155.5,128.5,147.5,,,129.5,***,117.5
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",ME,MECHANICAL ENGINEERING,142,102,106.5,110.5,,,***,113,
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",CE,CIVIL ENGINEERING,***,,,,,,,,
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",CS,COMPUTER SCIENCE AND ENGINEERING,86.5,***,,***,,,***,,81.5
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",IT,INFORMATION TECHNOLOGY,106,***,96,***,,,***,,
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",ME,MECHANICAL ENGINEERING,***,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",AE,AERONAUTICAL ENGINEERING,***,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",AU,AUTOMOBILE ENGINEERING,,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",CE,CIVIL ENGINEERING,,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",CS,COMPUTER SCIENCE AND ENGINEERING,90,***,,***,,,***,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,,,,,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",IT,INFORMATION TECHNOLOGY,99,***,,***,,,***,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",ME,MECHANICAL ENGINEERING,***,,,,,,,,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",CE,CIVIL ENGINEERING,***,,,,,,,,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",CS,COMPUTER SCIENCE AND ENGINEERING,128.5,***,103.5,99,,,111.5,98,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,103.5,***,102.5,91.5,,,96.5,88,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,87.5,***,,***,,,***,,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",IT,INFORMATION TECHNOLOGY,132.5,***,119.5,98,,,108,106,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",ME,MECHANICAL ENGINEERING,***,,,,,,,,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.5,126.5,88,95.5,,,***,111,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,125.5,114,,***,,,,,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",CS,COMPUTER SCIENCE AND ENGINEERING,154.5,133,101.5,110,,,***,,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,136.5,111.5,,93.5,,,,,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",IT,INFORMATION TECHNOLOGY,160,131,138,112,,,80.5,,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",ME,MECHANICAL ENGINEERING,***,,,,,,,,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",AU,AUTOMOBILE ENGINEERING,***,,,,,,,,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",CE,CIVIL ENGINEERING,,,,,,,,,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",CS,COMPUTER SCIENCE AND ENGINEERING,123,85,95.5,104,,,***,,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,94,***,,***,,,***,,93
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,92,***,,***,,,***,85,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",IT,INFORMATION TECHNOLOGY,133,112,88.5,109,,,85.5,101,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",ME,MECHANICAL ENGINEERING,***,,,,,,,,
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",CE,CIVIL ENGINEERING,,,,,,,,,
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",ME,MECHANICAL ENGINEERING,,,,,,,,,
1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",CE,CIVIL ENGINEERING,***,,,,,,,,
1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",CS,COMPUTER SCIENCE AND ENGINEERING,112.5,***,92.5,***,,,93,,
1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,88.5,,,***,,,***,,
1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",ME,MECHANICAL ENGINEERING,***,,,,,,,,
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",CE,CIVIL ENGINEERING,,,,,,,,,
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",ME,MECHANICAL ENGINEERING,,,,,,,,,
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",CE,CIVIL ENGINEERING,,,,,,,,,
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,,,
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",ME,MECHANICAL ENGINEERING,,,,,,,,,
1533,"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony 2nd Street, Nelson Manickam Road, Chennai - 600029",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.24,154.5,152,147,,,109,,
1533,"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony 2nd Street, Nelson Manickam Road, Chennai - 600029",CS,COMPUTER SCIENCE AND ENGINEERING,168,158.5,144.5,153.5,,,105,***,
1533,"Panimalar Engineering College Chennai City Campus, No.23, Railway Colony 2nd Street, Nelson Manickam Road, Chennai - 600029",IT,INFORMATION TECHNOLOGY,168,156.5,,157.5,,,111.5,,
1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District 606201",CS,COMPUTER SCIENCE AND ENGINEERING,129.5,***,,***,,,***,,
1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District 606201",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District 606201",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District 606201",IT,INFORMATION TECHNOLOGY,102.5,***,,***,,,***,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CE,CIVIL ENGINEERING,181.21,173.88,171.5,171,,,162.5,143,157.5
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CS,COMPUTER SCIENCE AND ENGINEERING,196.5,195.5,192,194,,,186,180.275,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194.5,194.5,193,,,183.5,166.755,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193,191.5,191,188.5,,,178.97,176.635,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,192,189.5,188.5,185,,,172.56,150.5,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IB,INDUSTRIAL BIO TECHNOLOGY,184.765,178,156,168.5,,,144.5,131,104.5
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IT,INFORMATION TECHNOLOGY,195.5,194,195,193.5,,,185,181.79,162.78
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ME,MECHANICAL ENGINEERING,185,180,174,175.5,,,154,142,168.735
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",PR,PRODUCTION ENGINEERING,179,171.5,164.685,169.5,,,141.5,120.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AS,AUTOMOBILE ENGINEERING (SS),183.5,178.325,171.5,171.5,,,145.5,131.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),193,191,184.81,189,,,170.5,172.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO MEDICAL ENGINEERING (SS),192.5,190.78,187.04,186,,,168,167.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,193,191,185.75,184,,,172.5,180,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),197.5,197,195.5,195.5,,,185.5,176.535,182
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,198.5,197,196.5,,,186,178,185
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),190,189,172.385,177.5,,,166.37,147.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,198,196,195.5,,,185,195,183
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,196.5,196,193.5,192.5,,,182.535,187.5,187.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,197,194,194,,,179,178.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),191,189.5,190,182.325,,,162.175,170,165
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FY,FASHION TECHNOLOGY (SS),173,167.845,169.5,150,,,139,140,121
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,INFORMATION TECHNOLOGY (SS),198,197.5,196,194.5,,,183.5,179,180.755
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),192,190.5,189.5,185.5,,,168,148,124
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,MECHANICAL ENGINEERING,194,192.5,187,189.5,,,176.5,171,168.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,MECHANICAL ENGINEERING (SS),191,189.5,188,185,,,169,161,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MS,MECHANICAL ENGINEERING (SANDWICH) (SS),182,178.5,179.5,176.5,,,152.5,109.5,158
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MT,METALLURGICAL ENGINEERING,188.5,180,174.5,177.5,,,165,139,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MY,METALLURGICAL ENGINEERING (SS),183,175.5,174,172,,,144,115,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PN,PRODUCTION ENGINEERING (SS),185.3333333,179,180.33,180.5,,,157.5,146.575,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PR,PRODUCTION ENGINEERING,188.5,184.5,182.5,183.955,,,160,157,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PS,PRODUCTION ENGINEERING (SANDWICH) (SS),176.5,169.5,169.5,160,,,126.5,89.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,ROBOTICS AND AUTOMATION (SS),194.5,193,192.5,188.5,,,173.5,,167
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TT,TEXTILE TECHNOLOGY (SS),170,164.5,166,158,,,140,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TX,TEXTILE TECHNOLOGY,184.5,166,184,168,,,146,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),196,195,,192,,,180.12,171.5,166.5
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CE,CIVIL ENGINEERING,185.68,179,168.5,171.5,,,168,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CH,CHEMICAL ENGINEERING,188,185.825,177.5,184.5,,,163.5,123.5,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CL,CHEMICAL ENGINEERING (SS),187,183.5,174.5,182.645,,,162.5,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.5,196.5,194.5,193,,,182.9,178.5,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CN,CIVIL ENGINEERING (SS),181.5,175,,171.5,,,162.695,143.5,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CS,COMPUTER SCIENCE AND ENGINEERING,197,196.5,195.5,194,,,183.5,183.5,184.5
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,196.5,196,194.5,192.5,,,181.03,178,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,194,193,192,189,,,177.78,171.5,149.22
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.5,195,192,191.715,,,177.5,166.165,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),192,191.5,191,188.5,,,169.5,155.5,164
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",IM,INFORMATION TECHNOLOGY (SS),196,196,194.5,192.5,,,181,177,177.5
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ME,MECHANICAL ENGINEERING,188,185.5,179.755,181,,,164.5,158.165,147.67
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",MF,MECHANICAL ENGINEERING (SS),185,181.5,181,177.5,,,159,128,
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.01,178.5,156,177.26,,,164,167.3,
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",CS,COMPUTER SCIENCE AND ENGINEERING,188,185,180,185.5,,,169.725,147.185,
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184.5,175,160,171,,,163,118,114
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,174.5,163,146,157,,,155.76,137,
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",ME,MECHANICAL ENGINEERING,158.5,138.5,145,134,,,122,105.5,131
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,113,***,,***,,,,,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",AG,AGRICULTURAL ENGINEERING,***,,,,,,,,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",BM,BIO MEDICAL ENGINEERING,103.5,***,,,,,,,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",CS,COMPUTER SCIENCE AND ENGINEERING,130.5,***,,97.5,,,***,,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,104,***,,***,,,***,***,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",IT,INFORMATION TECHNOLOGY,129.5,100,95.5,***,,,***,,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637304",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,112.5,***,,87,,,***,***,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",AG,AGRICULTURAL ENGINEERING,***,,,,,,,,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",CS,COMPUTER SCIENCE AND ENGINEERING,124,***,,100,,,***,,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,115.5,***,,98,,,***,100.5,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,100,***,,***,,,,98.5,
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",CE,CIVIL ENGINEERING,***,,,,,,,,
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",CS,COMPUTER SCIENCE AND ENGINEERING,121.5,***,***,***,,,87,114,
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,93.5,***,,***,,,***,88,
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",BM,BIO MEDICAL ENGINEERING,128.5,***,104,86,,,79.5,,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,138,120,122,,,***,,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,137,117,,123,,,***,99,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,115,103.5,***,105,,,***,102,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",IT,INFORMATION TECHNOLOGY,147,136.5,126,127.5,,,***,100,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",ME,MECHANICAL ENGINEERING,105.5,***,,82,,,***,84,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",SC,Computer Science and Engineering (Cyber Security),137,121,137,115.5,,,,,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160.5,148,160.5,142.5,,,109.5,152,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",AG,AGRICULTURAL ENGINEERING,159.725,134,140.5,112,,,152.525,120.5,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",BM,BIO MEDICAL ENGINEERING,149.5,143,146.5,119,,,106,122,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",BT,BIO TECHNOLOGY,156,136.5,140.5,122.5,,,140.5,85,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",CS,COMPUTER SCIENCE AND ENGINEERING,163.5,149.5,136,140,,,125,114.5,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,162.5,156,,137.5,,,114,,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",IT,INFORMATION TECHNOLOGY,164,152,159,143,,,135.135,151,118.5
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",ME,MECHANICAL ENGINEERING,117.5,100.5,98,102,,,110.5,,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",XS,COMPUTER SCIENCE AND ENGINEERING (TAMIL),128.5,117,126,113,,,102,107,
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",CE,CIVIL ENGINEERING,,,,,,,,,
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,,,,,
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,,,
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",ME,MECHANICAL ENGINEERING,,,,,,,,,
2338,"Asian College of Engineering and Technology, Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,98,***,,,,,81,86.5,
2338,"Asian College of Engineering and Technology, Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",AG,AGRICULTURAL ENGINEERING,98,***,,,,,83.5,85,85.5
2338,"Asian College of Engineering and Technology, Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",BM,BIO MEDICAL ENGINEERING,101.5,***,,***,,,92,84,
